,uuid,symbol,name,color,iconUrl,marketCap,price,listedAt,tier,change,rank,sparkline,lowVolume,coinrankingUrl,24hVolume,btcPrice
0,-l8Mn2pVlRs-p,XRP,XRP,#000000,https://cdn.coinranking.com/B1oPuTyfX/xrp.svg,30807360585,0.6990047579521528,1421798400,1,-1.49,7,0.7096015208396859780000,False,https://coinranking.com/coin/-l8Mn2pVlRs-p+xrp-xrp,1852216374,0.000017574016616607
1,-l8Mn2pVlRs-p,XRP,XRP,#000000,https://cdn.coinranking.com/B1oPuTyfX/xrp.svg,30807360585,0.6990047579521528,1421798400,1,-1.49,7,0.7084790257552140740000,False,https://coinranking.com/coin/-l8Mn2pVlRs-p+xrp-xrp,1852216374,0.000017574016616607
2,-l8Mn2pVlRs-p,XRP,XRP,#000000,https://cdn.coinranking.com/B1oPuTyfX/xrp.svg,30807360585,0.6990047579521528,1421798400,1,-1.49,7,0.7041796223485022470000,False,https://coinranking.com/coin/-l8Mn2pVlRs-p+xrp-xrp,1852216374,0.000017574016616607
3,-l8Mn2pVlRs-p,XRP,XRP,#000000,https://cdn.coinranking.com/B1oPuTyfX/xrp.svg,30807360585,0.6990047579521528,1421798400,1,-1.49,7,0.6969225367529048230000,False,https://coinranking.com/coin/-l8Mn2pVlRs-p+xrp-xrp,1852216374,0.000017574016616607
4,-l8Mn2pVlRs-p,XRP,XRP,#000000,https://cdn.coinranking.com/B1oPuTyfX/xrp.svg,30807360585,0.6990047579521528,1421798400,1,-1.49,7,0.6936580153189223680000,False,https://coinranking.com/coin/-l8Mn2pVlRs-p+xrp-xrp,1852216374,0.000017574016616607
5,-l8Mn2pVlRs-p,XRP,XRP,#000000,https://cdn.coinranking.com/B1oPuTyfX/xrp.svg,30807360585,0.6990047579521528,1421798400,1,-1.49,7,0.7011099580164095730000,False,https://coinranking.com/coin/-l8Mn2pVlRs-p+xrp-xrp,1852216374,0.000017574016616607
6,-l8Mn2pVlRs-p,XRP,XRP,#000000,https://cdn.coinranking.com/B1oPuTyfX/xrp.svg,30807360585,0.6990047579521528,1421798400,1,-1.49,7,0.6997015673247039830000,False,https://coinranking.com/coin/-l8Mn2pVlRs-p+xrp-xrp,1852216374,0.000017574016616607
7,-l8Mn2pVlRs-p,XRP,XRP,#000000,https://cdn.coinranking.com/B1oPuTyfX/xrp.svg,30807360585,0.6990047579521528,1421798400,1,-1.49,7,0.7032356467135490930000,False,https://coinranking.com/coin/-l8Mn2pVlRs-p+xrp-xrp,1852216374,0.000017574016616607
8,-l8Mn2pVlRs-p,XRP,XRP,#000000,https://cdn.coinranking.com/B1oPuTyfX/xrp.svg,30807360585,0.6990047579521528,1421798400,1,-1.49,7,0.7004056650077550970000,False,https://coinranking.com/coin/-l8Mn2pVlRs-p+xrp-xrp,1852216374,0.000017574016616607
9,-l8Mn2pVlRs-p,XRP,XRP,#000000,https://cdn.coinranking.com/B1oPuTyfX/xrp.svg,30807360585,0.6990047579521528,1421798400,1,-1.49,7,0.6981862980653841650000,False,https://coinranking.com/coin/-l8Mn2pVlRs-p+xrp-xrp,1852216374,0.000017574016616607
