,uuid,symbol,name,color,iconUrl,marketCap,price,listedAt,tier,change,rank,sparkline,lowVolume,coinrankingUrl,24hVolume,btcPrice
0,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9578463664766636770000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
1,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9527606898578601500000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
2,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9466477828428320990000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
3,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9376416011444960790000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
4,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9312080143245949950000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
5,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9313278888575313380000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
6,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9261268852330656190000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
7,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9320726436488452780000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
8,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9316424723262970940000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
9,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9273996164024901660000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
10,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9278563493991608690000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
11,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9380778446712805480000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
12,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9501934297574206930000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
13,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9496579069879161810000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
14,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9546855815073012030000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
15,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9521908594278098730000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
16,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9492629275606319980000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
17,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9496999280782967320000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
18,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9622792691147853680000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
19,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9720706915156031100000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
20,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9712790585341171170000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
21,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9558849950763585760000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
22,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9604232872653229890000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
23,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9581569346149893410000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
24,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9584049420937688310000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
25,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9468303679444115490000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
26,qzawljRxB5bYu,ADA,Cardano,#3cc8c8,https://cdn.coinranking.com/ryY28nXhW/ada.svg,29311489788,0.9421134322114483,1506902400,1,-1.64,10,0.9421134322114482940000,False,https://coinranking.com/coin/qzawljRxB5bYu+cardano-ada,1165192859,0.000023686129348988
