,uuid,symbol,name,color,iconUrl,marketCap,price,listedAt,tier,change,rank,sparkline,lowVolume,coinrankingUrl,24hVolume,btcPrice
0,aKzUVe4Hh_CON,USDC,USDC,#7894b4,https://cdn.coinranking.com/jkDf8sQbY/usdc.svg,50955984873,1.0025599188612861,1539043200,1,-0.06,5,1.0031514920322611260000,False,https://coinranking.com/coin/aKzUVe4Hh_CON+usdc-usdc,3174837415,0.000025205843698161
1,aKzUVe4Hh_CON,USDC,USDC,#7894b4,https://cdn.coinranking.com/jkDf8sQbY/usdc.svg,50955984873,1.0025599188612861,1539043200,1,-0.06,5,1.0033541921423151630000,False,https://coinranking.com/coin/aKzUVe4Hh_CON+usdc-usdc,3174837415,0.000025205843698161
2,aKzUVe4Hh_CON,USDC,USDC,#7894b4,https://cdn.coinranking.com/jkDf8sQbY/usdc.svg,50955984873,1.0025599188612861,1539043200,1,-0.06,5,1.0035117843460555220000,False,https://coinranking.com/coin/aKzUVe4Hh_CON+usdc-usdc,3174837415,0.000025205843698161
3,aKzUVe4Hh_CON,USDC,USDC,#7894b4,https://cdn.coinranking.com/jkDf8sQbY/usdc.svg,50955984873,1.0025599188612861,1539043200,1,-0.06,5,1.0030010816039436090000,False,https://coinranking.com/coin/aKzUVe4Hh_CON+usdc-usdc,3174837415,0.000025205843698161
4,aKzUVe4Hh_CON,USDC,USDC,#7894b4,https://cdn.coinranking.com/jkDf8sQbY/usdc.svg,50955984873,1.0025599188612861,1539043200,1,-0.06,5,1.0030169212073097720000,False,https://coinranking.com/coin/aKzUVe4Hh_CON+usdc-usdc,3174837415,0.000025205843698161
5,aKzUVe4Hh_CON,USDC,USDC,#7894b4,https://cdn.coinranking.com/jkDf8sQbY/usdc.svg,50955984873,1.0025599188612861,1539043200,1,-0.06,5,1.0032358028568099320000,False,https://coinranking.com/coin/aKzUVe4Hh_CON+usdc-usdc,3174837415,0.000025205843698161
6,aKzUVe4Hh_CON,USDC,USDC,#7894b4,https://cdn.coinranking.com/jkDf8sQbY/usdc.svg,50955984873,1.0025599188612861,1539043200,1,-0.06,5,1.0028591846393720830000,False,https://coinranking.com/coin/aKzUVe4Hh_CON+usdc-usdc,3174837415,0.000025205843698161
7,aKzUVe4Hh_CON,USDC,USDC,#7894b4,https://cdn.coinranking.com/jkDf8sQbY/usdc.svg,50955984873,1.0025599188612861,1539043200,1,-0.06,5,1.0030211967063767910000,False,https://coinranking.com/coin/aKzUVe4Hh_CON+usdc-usdc,3174837415,0.000025205843698161
8,aKzUVe4Hh_CON,USDC,USDC,#7894b4,https://cdn.coinranking.com/jkDf8sQbY/usdc.svg,50955984873,1.0025599188612861,1539043200,1,-0.06,5,1.0032286112367742970000,False,https://coinranking.com/coin/aKzUVe4Hh_CON+usdc-usdc,3174837415,0.000025205843698161
9,aKzUVe4Hh_CON,USDC,USDC,#7894b4,https://cdn.coinranking.com/jkDf8sQbY/usdc.svg,50955984873,1.0025599188612861,1539043200,1,-0.06,5,1.0029882758032394220000,False,https://coinranking.com/coin/aKzUVe4Hh_CON+usdc-usdc,3174837415,0.000025205843698161
10,aKzUVe4Hh_CON,USDC,USDC,#7894b4,https://cdn.coinranking.com/jkDf8sQbY/usdc.svg,50955984873,1.0025599188612861,1539043200,1,-0.06,5,1.0038211771369752830000,False,https://coinranking.com/coin/aKzUVe4Hh_CON+usdc-usdc,3174837415,0.000025205843698161
11,aKzUVe4Hh_CON,USDC,USDC,#7894b4,https://cdn.coinranking.com/jkDf8sQbY/usdc.svg,50955984873,1.0025599188612861,1539043200,1,-0.06,5,1.0036454916542319330000,False,https://coinranking.com/coin/aKzUVe4Hh_CON+usdc-usdc,3174837415,0.000025205843698161
12,aKzUVe4Hh_CON,USDC,USDC,#7894b4,https://cdn.coinranking.com/jkDf8sQbY/usdc.svg,50955984873,1.0025599188612861,1539043200,1,-0.06,5,1.0035610969812111130000,False,https://coinranking.com/coin/aKzUVe4Hh_CON+usdc-usdc,3174837415,0.000025205843698161
13,aKzUVe4Hh_CON,USDC,USDC,#7894b4,https://cdn.coinranking.com/jkDf8sQbY/usdc.svg,50955984873,1.0025599188612861,1539043200,1,-0.06,5,1.0030901810968282680000,False,https://coinranking.com/coin/aKzUVe4Hh_CON+usdc-usdc,3174837415,0.000025205843698161
